E	NC_004718.3	OK017813.1	231	7	0
E	NC_004718.3	OK017836.1	231	9	0.333333333333333
E	NC_004718.3	OQ503501.1	231	3	0
E	NC_004718.3	DQ412043.1	231	10	0.1
E	NC_004718.3	DQ648857.1	231	8	0.125
E	NC_004718.3	OK017843.1	231	9	0.333333333333333
E	NC_004718.3	KY417148.1	231	2	0.5
E	NC_004718.3	KU182964.1	231	8	0.375
E	NC_004718.3	MZ328294.1	231	6	0.166666666666667
E	NC_004718.3	OK017812.1	231	10	0
E	NC_004718.3	OK017829.1	231	7	0
E	NC_004718.3	B86	231	8	0.125
E	NC_004718.3	OK017806.1	225	13	0.461538461538462
E	NC_004718.3	KF569996.1	231	5	0.2
E	NC_004718.3	OK017840.1	231	10	0.2
E	NC_004718.3	OK017845.1	231	6	0
E	NC_004718.3	OQ297701.1	231	6	0
E	NC_004718.3	OK017824.1	231	8	0
E	NC_004718.3	DQ412042.1	231	9	0.444444444444444
E	NC_004718.3	B50	231	7	0
E	NC_004718.3	B87	231	7	0
E	NC_004718.3	MG772933.1	225	13	0.384615384615385
E	NC_004718.3	KJ473811.1	231	7	0.285714285714286
E	NC_004718.3	OK017842.1	231	11	0.363636363636364
E	NC_004718.3	KP886808.1	231	2	0
E	NC_004718.3	OK017810.1	231	8	0.125
E	NC_004718.3	OK017827.1	231	9	0
E	NC_004718.3	MK211377.1	231	1	0
E	NC_004718.3	HD13589	231	9	0.111111111111111
E	NC_004718.3	MW681002.1	231	7	0
E	NC_004718.3	OK017833.1	231	4	0
E	NC_004718.3	MZ081377.1	231	5	0.6
E	NC_004718.3	GQ153545.1	231	7	0
E	NC_004718.3	OK287354.1	231	3	0.333333333333333
E	NC_004718.3	MZ081379.1	231	3	0.333333333333333
E	NC_004718.3	OK017828.1	231	9	0.111111111111111
E	NC_004718.3	CH063	231	8	0
E	NC_004718.3	MK211378.1	231	2	0
E	NC_004718.3	KJ473814.1	231	6	0.166666666666667
E	NC_004718.3	GQ153542.1	231	9	0.111111111111111
E	NC_004718.3	OK017805.1	225	13	0.461538461538462
E	NC_004718.3	OQ503495.1	231	9	0.111111111111111
E	NC_004718.3	201924	231	7	0.142857142857143
E	NC_004718.3	JX993987.1	231	7	0.285714285714286
E	NC_004718.3	OK017846.1	231	8	0.125
E	NC_004718.3	KY417144.1	231	4	0.25
E	NC_004718.3	OK017832.1	231	12	0.25
E	NC_004718.3	KY417149.1	231	4	0
E	NC_004718.3	MZ081382.1	231	6	0
E	NC_004718.3	OK017803.1	225	12	0.416666666666667
E	NC_004718.3	OK017797.1	231	9	0.333333333333333
E	NC_004718.3	KY417151.1	231	2	0
E	NC_004718.3	OK017830.1	231	6	0
E	NC_004718.3	OK017835.1	231	5	0
E	NC_004718.3	MW703458.1	225	14	0.428571428571429
E	NC_004718.3	OQ503504.1	231	2	0
E	NC_004718.3	OK017799.1	231	9	0.333333333333333
E	NC_004718.3	GQ153543.1	231	10	0.2
E	NC_004718.3	OK017853.1	231	3	0
E	NC_004718.3	KY417147.1	231	2	0
E	NC_004718.3	OK017844.1	231	6	0
E	NC_004718.3	OK017808.1	231	7	0
E	NC_004718.3	OQ503498.1	231	7	0
E	NC_004718.3	MK211375.1	231	2	0
E	NC_004718.3	OK017825.1	231	8	0
E	NC_004718.3	KJ473816.1	231	4	0
E	NC_004718.3	OK017820.1	231	9	0
E	NC_004718.3	DQ071615.1	231	6	0
E	NC_004718.3	KC881006.1	231	3	0
E	NC_004718.3	OK017858.1	231	3	0
E	NC_004718.3	OK017822.1	231	8	0
E	NC_004718.3	KY770858.1	231	1	0
E	NC_004718.3	OK017847.1	231	2	0
E	NC_004718.3	OP963575.1	231	5	0
E	NC_004718.3	KY770860.1	231	8	0.5
E	NC_004718.3	OQ503506.1	231	3	0.333333333333333
E	NC_004718.3	KY417150.1	231	3	0
E	NC_004718.3	OK017831.1	231	6	0
E	NC_004718.3	OK017860.1	231	6	0.166666666666667
E	NC_004718.3	OK017838.1	231	7	0
E	NC_004718.3	OK017796.1	231	9	0.333333333333333
E	NC_004718.3	KF294457.1	231	8	0.125
E	NC_004718.3	GQ153539.1	231	7	0
E	NC_004718.3	OK017823.1	231	8	0
E	NC_004718.3	KF367457.1	231	3	0
E	NC_004718.3	MG772934.1	225	13	0.384615384615385
E	NC_004718.3	KY417152.1	231	4	0.25
E	NC_004718.3	KY417146.1	231	4	0.25
E	NC_004718.3	OK017792.1	225	6	0.333333333333333
E	NC_004718.3	KJ473813.1	231	9	0.555555555555556
E	NC_004718.3	OQ503502.1	231	1	0
E	NC_004718.3	OK017837.1	231	7	0
E	NC_004718.3	OQ297703.1	231	7	0
E	NC_004718.3	DQ648856.1	231	9	0.444444444444444
E	NC_004718.3	OQ503500.1	231	3	0
E	NC_004718.3	OQ503505.1	231	2	0
